Data Extract Date,Overdose Death Year,Overdose Death Drug Class,Overdose Death Geography Level,Overdose Death FIPS,Overdose Death Geography Name,Overdose Death Health District,Overdose Death Count,"Overdose Death Rate per 100,000 Residents"
6/2/2025,2025†,All-Drug,Locality,51119,Middlesex County,Three Rivers,*,*
6/2/2025,2019,Methadone,Locality,51127,New Kent County,Chickahominy,0,0
6/2/2025,2020,Benzodiazepine,Locality,51015,Augusta County,Central Shenandoah,1,1.3
6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51540,Charlottesville City,Blue Ridge,2,4.3
6/2/2025,2021,Heroin,Locality,51059,Fairfax County,Fairfax,8,0.7
6/2/2025,2021,Cocaine,Locality,51077,Grayson County,Mount Rogers,0,0
6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51770,Roanoke City,Roanoke City,15,15.1
6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51735,Poquoson City,Peninsula,1,8.2
6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51149,Prince George County,Crater,11,28.4
6/2/2025,2023,Cocaine,Locality,51023,Botetourt County,Alleghany,2,5.9
6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51105,Lee County,Lenowisco,3,12.9
6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51059,Fairfax County,Fairfax,79,6.9
6/2/2025,2021,All-Drug,Locality,51173,Smyth County,Mount Rogers,10,33.2
6/2/2025,2020,Benzodiazepine,Locality,51775,Salem City,Alleghany,0,0
6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51820,Waynesboro City,Central Shenandoah,0,0
6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51177,Spotsylvania County,Rappahannock,53,38.3
6/2/2025,2019,Any Opioids,Locality,51071,Giles County,New River,1,6
6/2/2025,2020,Cocaine,Locality,51680,Lynchburg City,Central Virginia,5,6.1
6/2/2025,2024^,Benzodiazepine,Locality,51027,Buchanan County,Cumberland Plateau,0,0
6/2/2025,2021,Cocaine,Locality,51187,Warren County,Lord Fairfax,2,4.9
6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51810,Virginia Beach City,Virginia Beach,95,21.1
6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51670,Hopewell City,Crater,19,84.9
6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51173,Smyth County,Mount Rogers,3,10
6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51650,Hampton City,Hampton,37,27.5
6/2/2025,2022,All-Drug,Locality,51185,Tazewell County,Cumberland Plateau,23,56.7
6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51660,Harrisonburg City,Central Shenandoah,0,0
6/2/2025,2022,Psychostimulant,Locality,51595,Emporia City,Crater,0,0
6/2/2025,2020,All-Drug,Locality,51143,Pittsylvania County,Pittsylvania/Danville,19,31.7
6/2/2025,2020,Heroin,Locality,51091,Highland County,Central Shenandoah,0,0
6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51135,Nottoway County,Piedmont,0,0
6/2/2025,2022,Any Opioids,Locality,51740,Portsmouth City,Portsmouth,84,88.3
6/2/2025,2019,Cocaine,Locality,51147,Prince Edward County,Piedmont,1,4.4
6/2/2025,2024^,Heroin,Locality,51103,Lancaster County,Three Rivers,0,0
6/2/2025,2022,Cocaine,Locality,51185,Tazewell County,Cumberland Plateau,2,4.9
6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51750,Radford City,New River,0,0
6/2/2025,2025†,Benzodiazepine,Locality,51161,Roanoke County,Alleghany,0,0
6/2/2025,2024^,Cocaine,Locality,51147,Prince Edward County,Piedmont,0,0
6/2/2025,2023,Benzodiazepine,Locality,51013,Arlington County,Arlington,2,0.8
6/2/2025,2019,Heroin,Locality,51103,Lancaster County,Three Rivers,0,0
6/2/2025,2024^,Any Opioids,Locality,51071,Giles County,New River,2,12
6/2/2025,2021,All-Drug,Locality,51105,Lee County,Lenowisco,3,12.9
6/2/2025,2021,Heroin,Locality,51011,Appomattox County,Central Virginia,0,0
6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51105,Lee County,Lenowisco,2,8.5
6/2/2025,2023,All-Drug,Locality,51165,Rockingham County,Central Shenandoah,12,14.6
6/2/2025,2021,Psychostimulant,Locality,51121,Montgomery County,New River,6,6.1
6/2/2025,2025†,Benzodiazepine,Locality,51113,Madison County,Rappahannock/Rapidan,0,0
6/2/2025,2021,Benzodiazepine,Locality,51139,Page County,Lord Fairfax,0,0
6/2/2025,2025†,Any Opioids,Locality,51683,Manassas City,Prince William,0,0
6/2/2025,2019,Benzodiazepine,Locality,51027,Buchanan County,Cumberland Plateau,2,9.5
6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51650,Hampton City,Hampton,22,16.2
6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51173,Smyth County,Mount Rogers,2,6.6
6/2/2025,2021,Methadone,Locality,51111,Lunenburg County,Piedmont,0,0
6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51820,Waynesboro City,Central Shenandoah,1,4.4
6/2/2025,2023,Benzodiazepine,Locality,51043,Clarke County,Lord Fairfax,0,0
6/2/2025,2022,Benzodiazepine,Locality,51720,Norton City,Lenowisco,0,0
6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51165,Rockingham County,Central Shenandoah,1,1.2
6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51760,Richmond City,Richmond City,200,86.1
6/2/2025,2024^,Any Opioids,Locality,51051,Dickenson County,Cumberland Plateau,7,49.7
6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51105,Lee County,Lenowisco,1,4.3
6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51600,Fairfax City,Fairfax,2,8.5
6/2/2025,2024^,Methadone,Locality,51167,Russell County,Cumberland Plateau,0,0
6/2/2025,2021,Psychostimulant,Locality,51145,Powhatan County,Chesterfield,2,6.6
6/2/2025,2022,Any Opioids,Locality,51067,Franklin County,West Piedmont,13,23.1
6/2/2025,2022,Benzodiazepine,Locality,51550,Chesapeake City,Chesapeake,5,2
6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51121,Montgomery County,New River,12,12.2
6/2/2025,2020,Psychostimulant,Locality,51031,Campbell County,Central Virginia,6,10.8
6/2/2025,2024^,Heroin,Locality,51153,Prince William County,Prince William,0,0
6/2/2025,2024^,Methadone,Locality,51081,Greensville County,Crater,0,0
6/2/2025,2021,Benzodiazepine,Locality,51760,Richmond City,Richmond City,2,0.9
6/2/2025,2020,Methadone,Locality,51590,Danville City,Pittsylvania/Danville,1,2.5
6/2/2025,2023,All-Drug,Locality,51820,Waynesboro City,Central Shenandoah,7,30.8
6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51185,Tazewell County,Cumberland Plateau,11,27.1
6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51045,Craig County,Alleghany,2,39.4
6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51087,Henrico County,Henrico,8,2.4
6/2/2025,2019,Psychostimulant,Locality,51840,Winchester City,Lord Fairfax,0,0
6/2/2025,2021,Cocaine,Locality,51049,Cumberland County,Piedmont,0,0
6/2/2025,2024^,Benzodiazepine,Locality,51790,Staunton City,Central Shenandoah,0,0
6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51069,Frederick County,Lord Fairfax,12,13.2
6/2/2025,2021,Benzodiazepine,Locality,51685,Manassas Park City,Prince William,0,0
6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51141,Patrick County,West Piedmont,4,22.9
6/2/2025,2023,Cocaine,Locality,51820,Waynesboro City,Central Shenandoah,1,4.4
6/2/2025,2025†,Any Opioids,Locality,51019,Bedford County,Central Virginia,*,*
6/2/2025,2022,Cocaine,Locality,51165,Rockingham County,Central Shenandoah,0,0
6/2/2025,2019,Psychostimulant,Locality,51079,Greene County,Blue Ridge,1,5
6/2/2025,2020,Psychostimulant,Locality,51690,Martinsville City,West Piedmont,8,64.8
6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51550,Chesapeake City,Chesapeake,50,20.2
6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51720,Norton City,Lenowisco,2,50.2
6/2/2025,2022,Psychostimulant,Locality,51510,Alexandria City,Alexandria,1,0.6
6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51710,Norfolk City,Norfolk City,*,*
6/2/2025,2025†,Methadone,Locality,51017,Bath County,Central Shenandoah,0,0
6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51520,Bristol City,Mount Rogers,3,17.3
6/2/2025,2019,Benzodiazepine,Locality,51097,King and Queen County,Three Rivers,0,0
6/2/2025,2024^,Heroin,Locality,51195,Wise County,Lenowisco,0,0
6/2/2025,2021,Methadone,Locality,51191,Washington County,Mount Rogers,0,0
6/2/2025,2021,All-Drug,Locality,51015,Augusta County,Central Shenandoah,10,13.1
6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51036,Charles City County,Chickahominy,0,0
6/2/2025,2021,Psychostimulant,Locality,51810,Virginia Beach City,Virginia Beach,35,7.8
6/2/2025,2021,Cocaine,Locality,51015,Augusta County,Central Shenandoah,1,1.3
6/2/2025,2024^,Psychostimulant,Locality,51820,Waynesboro City,Central Shenandoah,3,13.2
6/2/2025,2020,Methadone,Locality,51530,Buena Vista City,Central Shenandoah,0,0
6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51023,Botetourt County,Alleghany,0,0
6/2/2025,2021,Any Opioids,Locality,51137,Orange County,Rappahannock/Rapidan,14,37.1
6/2/2025,2024^,Benzodiazepine,Locality,51660,Harrisonburg City,Central Shenandoah,0,0
6/2/2025,2024^,Heroin,Locality,51041,Chesterfield County,Chesterfield,5,1.4
6/2/2025,2022,Psychostimulant,Locality,51053,Dinwiddie County,Crater,4,13.9
6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51085,Hanover County,Chickahominy,2,1.8
6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51163,Rockbridge County,Central Shenandoah,2,8.8
6/2/2025,2021,All-Drug,Locality,51131,Northampton County,Eastern Shore,4,34.3
6/2/2025,2019,Any Opioids,Locality,51770,Roanoke City,Roanoke City,30,30.3
6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51149,Prince George County,Crater,12,31
6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51125,Nelson County,Blue Ridge,1,6.8
6/2/2025,2024^,Cocaine,Locality,51159,Richmond County,Three Rivers,0,0
6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51735,Poquoson City,Peninsula,1,8.2
6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51540,Charlottesville City,Blue Ridge,2,4.3
6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51197,Wythe County,Mount Rogers,0,0
6/2/2025,2025†,Benzodiazepine,Locality,51620,Franklin City,Western Tidewater,0,0
6/2/2025,2022,Cocaine,Locality,51099,King George County,Rappahannock,2,7.3
6/2/2025,2021,Heroin,Locality,51678,Lexington City,Central Shenandoah,0,0
6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51580,Covington City,Alleghany,0,0
6/2/2025,2022,Heroin,Locality,51107,Loudoun County,Loudoun,0,0
6/2/2025,2019,Any Opioids,Locality,51810,Virginia Beach City,Virginia Beach,44,9.8
6/2/2025,2023,All-Drug,Locality,51193,Westmoreland County,Three Rivers,11,60.6
6/2/2025,2019,Psychostimulant,Locality,51137,Orange County,Rappahannock/Rapidan,0,0
6/2/2025,2023,Cocaine,Locality,51193,Westmoreland County,Three Rivers,1,5.5
6/2/2025,2021,Cocaine,Locality,51131,Northampton County,Eastern Shore,2,17.1
6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51640,Galax City,Mount Rogers,0,0
6/2/2025,2024^,Methadone,Locality,51730,Petersburg City,Crater,1,3.3
6/2/2025,2021,Psychostimulant,Locality,51740,Portsmouth City,Portsmouth,7,7.4
6/2/2025,2022,All-Drug,Locality,51099,King George County,Rappahannock,9,32.9
6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51079,Greene County,Blue Ridge,2,9.9
6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51840,Winchester City,Lord Fairfax,0,0
6/2/2025,2021,Benzodiazepine,Locality,51193,Westmoreland County,Three Rivers,0,0
6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51005,Alleghany County,Alleghany,0,0
6/2/2025,2023,Heroin,Locality,51065,Fluvanna County,Blue Ridge,0,0
6/2/2025,2019,Heroin,Locality,51109,Louisa County,Blue Ridge,7,18.6
6/2/2025,2023,Benzodiazepine,Locality,51131,Northampton County,Eastern Shore,0,0
6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51530,Buena Vista City,Central Shenandoah,0,0
6/2/2025,2022,Heroin,Locality,51999,Unknown,Unknown,0,N/A
6/2/2025,2019,Any Opioids,Locality,51790,Staunton City,Central Shenandoah,1,4
6/2/2025,2023,Psychostimulant,Locality,51075,Goochland County,Chickahominy,0,0
6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51191,Washington County,Mount Rogers,11,20.5
6/2/2025,2020,Benzodiazepine,Locality,51099,King George County,Rappahannock,1,3.7
6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51121,Montgomery County,New River,2,2
6/2/2025,2022,Heroin,Locality,51061,Fauquier County,Rappahannock/Rapidan,1,1.4
6/2/2025,2021,Any Opioids,Locality,51630,Fredericksburg City,Rappahannock,13,44.1
6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51163,Rockbridge County,Central Shenandoah,0,0
6/2/2025,2022,Cocaine,Locality,51083,Halifax County,Southside,5,14.9
6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51520,Bristol City,Mount Rogers,3,17.3
6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51530,Buena Vista City,Central Shenandoah,0,0
6/2/2025,2021,Cocaine,Locality,51087,Henrico County,Henrico,41,12.3
6/2/2025,2025†,Heroin,Locality,51169,Scott County,Lenowisco,0,0
6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51159,Richmond County,Three Rivers,0,0
6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0
6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51690,Martinsville City,West Piedmont,7,56.7
6/2/2025,2021,Any Opioids,Locality,51119,Middlesex County,Three Rivers,4,37.8
6/2/2025,2022,Heroin,Locality,51093,Isle of Wight County,Western Tidewater,3,8
6/2/2025,2025†,Psychostimulant,Locality,51181,Surry County,Crater,0,0
6/2/2025,2019,All-Drug,Locality,51033,Caroline County,Rappahannock,4,13
6/2/2025,2025†,Benzodiazepine,Locality,51159,Richmond County,Three Rivers,0,0
6/2/2025,2022,Methadone,Locality,51083,Halifax County,Southside,0,0
6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51580,Covington City,Alleghany,*,*
6/2/2025,2021,Heroin,Locality,51073,Gloucester County,Three Rivers,0,0
6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51111,Lunenburg County,Piedmont,1,8.2
6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51033,Caroline County,Rappahannock,17,55.1
6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51770,Roanoke City,Roanoke City,*,*
6/2/2025,2023,Methadone,Locality,51620,Franklin City,Western Tidewater,1,12.8
6/2/2025,2022,Methadone,Locality,51999,Unknown,Unknown,0,N/A
6/2/2025,2023,All-Drug,Locality,51021,Bland County,Mount Rogers,2,32.1
6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51640,Galax City,Mount Rogers,0,0
6/2/2025,2025†,Methadone,Locality,51059,Fairfax County,Fairfax,0,0
6/2/2025,2019,Psychostimulant,Locality,51057,Essex County,Three Rivers,0,0
6/2/2025,2025†,All-Drug,Locality,51107,Loudoun County,Loudoun,0,0
6/2/2025,2024^,Psychostimulant,Locality,51185,Tazewell County,Cumberland Plateau,11,27.1
6/2/2025,2022,Benzodiazepine,Locality,51175,Southampton County,Western Tidewater,0,0
6/2/2025,2022,Methadone,Locality,51065,Fluvanna County,Blue Ridge,0,0
6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51001,Accomack County,Eastern Shore,2,6.2
6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51690,Martinsville City,West Piedmont,0,0
6/2/2025,2024^,Methadone,Locality,51169,Scott County,Lenowisco,0,0
6/2/2025,2020,All-Drug,Locality,51770,Roanoke City,Roanoke City,73,73.7
6/2/2025,2022,All-Drug,Locality,51650,Hampton City,Hampton,45,33.2
6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51127,New Kent County,Chickahominy,2,8.5
6/2/2025,2020,Benzodiazepine,Locality,51107,Loudoun County,Loudoun,4,0.9
6/2/2025,2025†,Methadone,Locality,51135,Nottoway County,Piedmont,0,0
6/2/2025,2021,Methadone,Locality,51095,James City County,Peninsula,0,0
6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51620,Franklin City,Western Tidewater,0,0
6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51640,Galax City,Mount Rogers,1,15.8
6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51015,Augusta County,Central Shenandoah,0,0
6/2/2025,2024^,Any Opioids,Locality,51830,Williamsburg City,Peninsula,0,0
6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51115,Mathews County,Three Rivers,1,11.4
6/2/2025,2024^,Psychostimulant,Locality,51680,Lynchburg City,Central Virginia,2,2.5
6/2/2025,2022,Cocaine,Locality,51051,Dickenson County,Cumberland Plateau,0,0
6/2/2025,2025†,Psychostimulant,Locality,51187,Warren County,Lord Fairfax,0,0
6/2/2025,2020,Psychostimulant,Locality,51175,Southampton County,Western Tidewater,1,5.7
6/2/2025,2025†,Psychostimulant,Locality,51011,Appomattox County,Central Virginia,0,0
6/2/2025,2019,Psychostimulant,Locality,51091,Highland County,Central Shenandoah,0,0
6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51007,Amelia County,Piedmont,0,0
6/2/2025,2023,Any Opioids,Locality,51159,Richmond County,Three Rivers,1,11
6/2/2025,2022,All-Drug,Locality,51051,Dickenson County,Cumberland Plateau,13,92.3
6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51171,Shenandoah County,Lord Fairfax,0,0
6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51650,Hampton City,Hampton,0,0
6/2/2025,2019,Methadone,Locality,51061,Fauquier County,Rappahannock/Rapidan,0,0
6/2/2025,2023,Psychostimulant,Locality,51700,Newport News City,Peninsula,4,2.2
6/2/2025,2021,Benzodiazepine,Locality,51001,Accomack County,Eastern Shore,2,6.2
6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51153,Prince William County,Prince William,91,19.1
6/2/2025,2025†,Heroin,Locality,51121,Montgomery County,New River,0,0
6/2/2025,2022,Heroin,Locality,51580,Covington City,Alleghany,0,0
6/2/2025,2023,Heroin,Locality,51640,Galax City,Mount Rogers,0,0
6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51011,Appomattox County,Central Virginia,2,12.5
6/2/2025,2021,Heroin,Locality,51063,Floyd County,New River,1,6.3
6/2/2025,2024^,Cocaine,Locality,51025,Brunswick County,Southside,1,6.2
6/2/2025,2024^,Benzodiazepine,Locality,51191,Washington County,Mount Rogers,0,0
6/2/2025,2021,Methadone,Locality,51077,Grayson County,Mount Rogers,0,0
6/2/2025,2021,Benzodiazepine,Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0
6/2/2025,2025†,Benzodiazepine,Locality,51530,Buena Vista City,Central Shenandoah,0,0
6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51131,Northampton County,Eastern Shore,0,0
6/2/2025,2019,Cocaine,Locality,51127,New Kent County,Chickahominy,1,4.3
6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51097,King and Queen County,Three Rivers,0,0
6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51135,Nottoway County,Piedmont,4,26.4
6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51700,Newport News City,Peninsula,0,0
6/2/2025,2020,Benzodiazepine,Locality,51017,Bath County,Central Shenandoah,1,24.3
6/2/2025,2024^,Psychostimulant,Locality,51019,Bedford County,Central Virginia,6,7.5
6/2/2025,2025†,Benzodiazepine,Locality,51595,Emporia City,Crater,0,0
6/2/2025,2023,Methadone,Locality,51133,Northumberland County,Three Rivers,0,0
6/2/2025,2020,Psychostimulant,Locality,51111,Lunenburg County,Piedmont,2,16.3
6/2/2025,2023,Any Opioids,Locality,51510,Alexandria City,Alexandria,16,10.1
6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51600,Fairfax City,Fairfax,0,0
6/2/2025,2024^,Benzodiazepine,Locality,51109,Louisa County,Blue Ridge,0,0
6/2/2025,2023,Methadone,Locality,51023,Botetourt County,Alleghany,0,0
6/2/2025,2019,All-Drug,Locality,51690,Martinsville City,West Piedmont,6,47.8
6/2/2025,2023,Heroin,Locality,51083,Halifax County,Southside,0,0
6/2/2025,2024^,Any Opioids,Locality,51037,Charlotte County,Piedmont,1,8.5
6/2/2025,2019,Any Opioids,Locality,51155,Pulaski County,New River,10,29.4
6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51077,Grayson County,Mount Rogers,1,6.4
6/2/2025,2021,Psychostimulant,Locality,51550,Chesapeake City,Chesapeake,8,3.2
6/2/2025,2022,Benzodiazepine,Locality,51145,Powhatan County,Chesterfield,0,0
6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51121,Montgomery County,New River,6,6.1
6/2/2025,2025†,Cocaine,Locality,51095,James City County,Peninsula,0,0
6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51191,Washington County,Mount Rogers,3,5.6
6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51530,Buena Vista City,Central Shenandoah,0,0
6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51079,Greene County,Blue Ridge,4,20.2
6/2/2025,2024^,Cocaine,Locality,51169,Scott County,Lenowisco,0,0
6/2/2025,2025†,Benzodiazepine,Locality,51127,New Kent County,Chickahominy,0,0
6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51121,Montgomery County,New River,11,11.2
6/2/2025,2022,Cocaine,Locality,51065,Fluvanna County,Blue Ridge,3,10.9
6/2/2025,2020,All-Drug,Locality,51007,Amelia County,Piedmont,7,53.8
6/2/2025,2025†,Heroin,Locality,51037,Charlotte County,Piedmont,0,0
6/2/2025,2020,Cocaine,Locality,51057,Essex County,Three Rivers,1,9.1
6/2/2025,2024^,Benzodiazepine,Locality,51183,Sussex County,Crater,0,0
6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51081,Greensville County,Crater,6,53.2
6/2/2025,2023,Benzodiazepine,Locality,51683,Manassas City,Prince William,2,4.9
6/2/2025,2022,Benzodiazepine,Locality,51071,Giles County,New River,1,6
6/2/2025,2022,Cocaine,Locality,51091,Highland County,Central Shenandoah,0,0
6/2/2025,2025†,Psychostimulant,Locality,51073,Gloucester County,Three Rivers,0,0
6/2/2025,2023,Heroin,Locality,51173,Smyth County,Mount Rogers,0,0
6/2/2025,2022,All-Drug,Locality,51091,Highland County,Central Shenandoah,0,0
6/2/2025,2025†,Cocaine,Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0
6/2/2025,2025†,Any Opioids,Locality,51043,Clarke County,Lord Fairfax,0,0
6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51035,Carroll County,Mount Rogers,2,6.7
6/2/2025,2023,Any Opioids,Locality,51161,Roanoke County,Alleghany,31,32.8
6/2/2025,2019,Benzodiazepine,Locality,51740,Portsmouth City,Portsmouth,5,5.3
6/2/2025,2021,Any Opioids,Locality,51177,Spotsylvania County,Rappahannock,58,41.9
6/2/2025,2020,Any Opioids,Locality,51610,Falls Church City,Fairfax,0,0
6/2/2025,2019,Psychostimulant,Locality,51051,Dickenson County,Cumberland Plateau,1,7
6/2/2025,2020,Heroin,Locality,51185,Tazewell County,Cumberland Plateau,4,9.9
6/2/2025,2025†,Any Opioids,Locality,51013,Arlington County,Arlington,0,0
6/2/2025,2021,Methadone,Locality,51710,Norfolk City,Norfolk City,4,1.6
6/2/2025,2023,Benzodiazepine,Locality,51640,Galax City,Mount Rogers,0,0
6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51085,Hanover County,Chickahominy,24,22.2
6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51159,Richmond County,Three Rivers,1,11
6/2/2025,2025†,Heroin,Locality,51133,Northumberland County,Three Rivers,0,0
6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51023,Botetourt County,Alleghany,0,0
6/2/2025,2024^,Cocaine,Locality,51163,Rockbridge County,Central Shenandoah,1,4.4
6/2/2025,2023,Cocaine,Locality,51053,Dinwiddie County,Crater,7,24.4
6/2/2025,2022,Benzodiazepine,Locality,51580,Covington City,Alleghany,1,17.7
6/2/2025,2022,All-Drug,Locality,51005,Alleghany County,Alleghany,5,34
6/2/2025,2021,Heroin,Locality,51001,Accomack County,Eastern Shore,4,12.4
6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51037,Charlotte County,Piedmont,1,8.5
6/2/2025,2020,Psychostimulant,Locality,51167,Russell County,Cumberland Plateau,3,11.3
6/2/2025,2025†,Psychostimulant,Locality,51035,Carroll County,Mount Rogers,*,*
6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51037,Charlotte County,Piedmont,2,16.8
6/2/2025,2021,Benzodiazepine,Locality,51021,Bland County,Mount Rogers,0,0
6/2/2025,2023,Heroin,Locality,51125,Nelson County,Blue Ridge,0,0
6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51115,Mathews County,Three Rivers,0,0
6/2/2025,2020,Heroin,Locality,51179,Stafford County,Rappahannock,8,5.1
6/2/2025,2025†,Methadone,Locality,51177,Spotsylvania County,Rappahannock,0,0
6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51510,Alexandria City,Alexandria,3,1.9
6/2/2025,2019,Cocaine,Locality,51163,Rockbridge County,Central Shenandoah,0,0
6/2/2025,2023,Heroin,Locality,51735,Poquoson City,Peninsula,0,0
6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51093,Isle of Wight County,Western Tidewater,0,0
